split,head_text,head_type,tail_text,tail_type,gold_label,sentence
train,"Aquatron , Inc.",Company,pool cleaning robots,Product,Development,"Verro is brought to market under the iRobot brand through a relationship with Aquatron, Inc., which developed the pool cleaning robots."
train,"The Vehicle Production Group LLC ( "" VPG "" )",Company,natural gas vehicle,Product,Development,"(7) Investment in Other Entities The Company invested in The Vehicle Production Group LLC ("" VPG ""), a company that developed a natural gas vehicle made in the United States for taxi and paratransit use."
train,Medicare supplement insurance,Product,Bankers Life,Company,SaleOrMarketing,"Bankers Life, which markets and distributes Medicare supplement insurance, interest - sensitive life insurance, traditional life insurance, fixed annuities and long - term care insurance products to the middle - income senior market through a dedicated field force of career agents and sales managers supported by a network of community - based sales offices."
train,interest - sensitive life insurance,Product,Bankers Life,Company,SaleOrMarketing,"Bankers Life, which markets and distributes Medicare supplement insurance, interest - sensitive life insurance, traditional life insurance, fixed annuities and long - term care insurance products to the middle - income senior market through a dedicated field force of career agents and sales managers supported by a network of community - based sales offices."
train,traditional life insurance,Product,Bankers Life,Company,SaleOrMarketing,"Bankers Life, which markets and distributes Medicare supplement insurance, interest - sensitive life insurance, traditional life insurance, fixed annuities and long - term care insurance products to the middle - income senior market through a dedicated field force of career agents and sales managers supported by a network of community - based sales offices."
train,fixed annuities and long - term care insurance products,Product,Bankers Life,Company,SaleOrMarketing,"Bankers Life, which markets and distributes Medicare supplement insurance, interest - sensitive life insurance, traditional life insurance, fixed annuities and long - term care insurance products to the middle - income senior market through a dedicated field force of career agents and sales managers supported by a network of community - based sales offices."
train,marketing and business technology solutions,Product,Zillow,Company,SaleOrMarketing,Zillow s Premier Agent program offers a suite of marketing and business technology solutions to help real estate agents grow their businesses and personal brands.
train,Operational Risk Management,Product,Dyadem,Company,SaleOrMarketing,Dyadem is a market leader in Operational Risk Management and Quality Risk Management solutions.
train,Quality Risk Management solutions,Product,Dyadem,Company,SaleOrMarketing,Dyadem is a market leader in Operational Risk Management and Quality Risk Management solutions.
train,"Cytokinetics , Inc.",Company,troponin activator,Product,Development,"In addition, Cytokinetics, Inc. is developing a troponin activator with a muscle specific mechanism in Phase II 38 Table of Contents studies, with a focus on neurological muscle diseases (amyotrophic lateral sclerosis and myasthenia gravis) and Novartis AG is developing a human monoclonal antibody for various muscle indications."
train,Novartis AG,Company,human monoclonal antibody,Product,Development,"In addition, Cytokinetics, Inc. is developing a troponin activator with a muscle specific mechanism in Phase II 38 Table of Contents studies, with a focus on neurological muscle diseases (amyotrophic lateral sclerosis and myasthenia gravis) and Novartis AG is developing a human monoclonal antibody for various muscle indications."
train,general and administrative and other services,Product,Targa,Company,Unspecified,"In conjunction with subsequent Targa asset conveyances, the parties amended the Omnibus Agreement to run through April 2013 and to have Targa provide general and administrative and other services to us associated with (1) our existing assets and any future Targa conveyances and (2) subject to mutual agreement, our future acquisitions from third parties."
train,OFAC compliance services,Product,OBIC,Company,Unspecified,"Prior to entry into the OFAC Compliance Services Agreement, OBIC provided OFAC compliance services to Esurance companies pursuant to the Separation Agreement."
train,banking and financial services,Product,Intermountain,Company,SaleOrMarketing,Intermountain offers banking and financial services that fit the needs of the communities it serves.
train,programming services,Product,Starz,Company,SaleOrMarketing,Starz owns and operates programming services that may compete with the programming services offered by our businesses.
train,long distance telephone services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,local telephone services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,Internet and data communications services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,paging services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,communications value - added services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,communications services,Product,China Unicom,Company,Unspecified,"China Unicom also provides a wide array of services, including long distance telephone services, local telephone services, Internet and data communications services, paging services, communications value - added services and other communications services."
train,BEMA technology,Product,Arius,Company,Unspecified,BSP has waived its rights under this agreement with respect to Arius products which include the BEMA technology.
train,wireless interactive home security services,Product,2GIG,Company,Unspecified,2GIG also provides wireless interactive home security services and a wide range of peripheral hardware devices and systems components for home security and automation solutions.
train,peripheral hardware devices and systems components,Product,2GIG,Company,Unspecified,2GIG also provides wireless interactive home security services and a wide range of peripheral hardware devices and systems components for home security and automation solutions.
train,home security and automation solutions,Product,2GIG,Company,Unspecified,2GIG also provides wireless interactive home security services and a wide range of peripheral hardware devices and systems components for home security and automation solutions.
train,mobile security solutions,Product,Symantec,Company,SaleOrMarketing,"Our principal competitors offering mobile security solutions include companies such as Symantec, McAfee, AirWatch, Good Technology and MobileIron."
train,mobile security solutions,Product,McAfee,Company,SaleOrMarketing,"Our principal competitors offering mobile security solutions include companies such as Symantec, McAfee, AirWatch, Good Technology and MobileIron."
train,mobile security solutions,Product,AirWatch,Company,SaleOrMarketing,"Our principal competitors offering mobile security solutions include companies such as Symantec, McAfee, AirWatch, Good Technology and MobileIron."
train,mobile security solutions,Product,Good Technology,Company,SaleOrMarketing,"Our principal competitors offering mobile security solutions include companies such as Symantec, McAfee, AirWatch, Good Technology and MobileIron."
train,mobile security solutions,Product,MobileIron,Company,SaleOrMarketing,"Our principal competitors offering mobile security solutions include companies such as Symantec, McAfee, AirWatch, Good Technology and MobileIron."
train,ACTONEL,Product,Sanofi,Company,Unspecified,"For example, under the Collaboration Agreement, Sanofi generally has the right to elect to participate in the development of ACTONEL - related product improvements, other than product improvements specifically related to the United States and Puerto Rico, where we have full control over all product development decisions."
train,CamelBak,Company,mountain biking product,Product,Development,"After starting with a mountain biking product, CamelBak developed a host of other types of biking hydration packs that are designed to match specific types of biking."
train,CamelBak,Company,biking hydration packs,Product,Development,"After starting with a mountain biking product, CamelBak developed a host of other types of biking hydration packs that are designed to match specific types of biking."
train,OX219,Product,Orexo,Company,SaleOrMarketing,"Orexo has stated that it is pursuing partnership models for the commercialization of OX219 in the U.S. While limited information is available, other formulations of buprenorphine may also be in early stages of development for the treatment of opioid dependence, including an oral capsule from Nanotherapeutics, Inc."
train,oral capsule,Product,"Nanotherapeutics , Inc.",Company,SaleOrMarketing,"Orexo has stated that it is pursuing partnership models for the commercialization of OX219 in the U.S. While limited information is available, other formulations of buprenorphine may also be in early stages of development for the treatment of opioid dependence, including an oral capsule from Nanotherapeutics, Inc."
train,avocados,Product,Calavo brands,Company,SaleOrMarketing,"The Company s avocados are packed by Calavo, sold and distributed under Calavo brands to its customers primarily in the United States and Canada."
train,CLUB Visa credit card,Product,Cabela,Company,SaleOrMarketing,The percentage of our merchandise sold to customers using the Cabela s CLUB Visa credit card approximated 29% for 2012.
train,Regency,Company,natural gas compression,Product,Development,"Regency offers producers four different levels of natural gas compression on the Waha gathering system, as compared to the two levels typically offered in the industry."
train,Debio 0932,Product,Debiopharm,Company,Unspecified,"In 2011, Debiopharm successfully advanced Debio 0932 through the dose escalation portion of this phase I study and presented results of this study at the annual meeting of the American Society of Clinical Oncology in June 2012."
train,Process Control Software,Product,Rudolph,Company,SaleOrMarketing,Rudolph is a leading provider of Process Control Software in the semiconductor industry.
train,bone and specialty allografts,Product,Zimmer,Company,SaleOrMarketing,"Currently, Zimmer distributes both traditional bone and specialty allografts, and bone paste for use in spinal surgery."
train,bone paste,Product,Zimmer,Company,SaleOrMarketing,"Currently, Zimmer distributes both traditional bone and specialty allografts, and bone paste for use in spinal surgery."
train,smartphone messaging solutions,Product,Wallace Wireless,Company,Unspecified,"The acquisition of Wallace Wireless provided us with smartphone messaging solutions enabling the secure delivery of text messages, alerts and other information directly to and from smartphones, complementing our Voice Communication solution."
train,secured lending and leasing products,Product,Transportation Finance,Company,SaleOrMarketing,"Transportation Finance offers secured lending and leasing products to midsize and larger companies across the aerospace, rail and defense industries."
train,antennas,Product,KVH,Company,SaleOrMarketing,"If KVH were to stop supplying us with its antennas for any reason, we would have to incur significant costs to procure an alternate supplier."
train,ancillary products,Product,Symmetry Surgical,Company,SaleOrMarketing,"We offer ancillary products through Symmetry Surgical, including sterilization containers, disposable instrumentation, fiber optic light sources and non - toxic enzymatic detergent, all of which are complementary to our call points and enable us to comprehensively meet customer needs."
train,sterilization containers,Product,Symmetry Surgical,Company,SaleOrMarketing,"We offer ancillary products through Symmetry Surgical, including sterilization containers, disposable instrumentation, fiber optic light sources and non - toxic enzymatic detergent, all of which are complementary to our call points and enable us to comprehensively meet customer needs."
train,disposable instrumentation,Product,Symmetry Surgical,Company,SaleOrMarketing,"We offer ancillary products through Symmetry Surgical, including sterilization containers, disposable instrumentation, fiber optic light sources and non - toxic enzymatic detergent, all of which are complementary to our call points and enable us to comprehensively meet customer needs."
train,fiber optic light sources,Product,Symmetry Surgical,Company,SaleOrMarketing,"We offer ancillary products through Symmetry Surgical, including sterilization containers, disposable instrumentation, fiber optic light sources and non - toxic enzymatic detergent, all of which are complementary to our call points and enable us to comprehensively meet customer needs."
train,non - toxic enzymatic detergent,Product,Symmetry Surgical,Company,SaleOrMarketing,"We offer ancillary products through Symmetry Surgical, including sterilization containers, disposable instrumentation, fiber optic light sources and non - toxic enzymatic detergent, all of which are complementary to our call points and enable us to comprehensively meet customer needs."
train,scientific and regulatory consulting,Product,"Spherix Consulting , Inc.",Company,Unspecified,"The Company recently acquired Spherix Consulting, Inc., which provides scientific and regulatory consulting to the clients in the food, supplement and pharmaceutical industries to manage potential health and regulatory risks."
train,Amlexanox,Product,MEDA AB,Company,Unspecified,"On November 17, 2008, we entered into a licensing agreement for Amlexanox - related product rights to the United Kingdom and Ireland territories with MEDA AB."
train,generic version of DORYX 150,Product,Mylan,Company,Unspecified,"The Federal Circuit vacated the PI on December 12, 2011 due to the District Court s failure to hold an evidentiary hearing, and suggested that the District Court consolidate such an evidentiary hearing with the trial and consider entry of a temporary restraining order (TRO) prohibiting Mylan from launching a generic version of DORYX 150 until the District Court rendered its decision on the merits."
train,Smart Wi - Fi solutions,Product,Ruckus,Company,SaleOrMarketing,"Ruckus s Smart Wi - Fi solutions offer carrier - class enhanced reliability, consistent performance, extended range and massive scalability."
train,capital raising and advisory services,Product,FBRCM,Company,Unspecified,"In addition, FBRCM provides capital raising and advisory services."
train,XIAPEX,Product,Pfizer,Company,SaleOrMarketing,We have partnered with Pfizer for development and commercialization of XIAPEX for Dupuytren's and Peyronie's disease in Europe and certain Eurasian countries.
train,anti - PCSK9 antibody,Product,Regeneron,Company,Unspecified,"In 2011, Regeneron and Sanofi announced positive results from Phase 2 clinical trials of its anti - PCSK9 antibody in patients with HeFH and primary hypercholesterolemia."
train,anti - PCSK9 antibody,Product,Sanofi,Company,Unspecified,"In 2011, Regeneron and Sanofi announced positive results from Phase 2 clinical trials of its anti - PCSK9 antibody in patients with HeFH and primary hypercholesterolemia."
train,postretirement medical benefits,Product,Texas Gas,Company,Unspecified,"Texas Gas provides postretirement medical benefits and life insurance to retired employees who were employed full time, hired prior to January 1, 1996, and have met certain other requirements."
train,life insurance,Product,Texas Gas,Company,Unspecified,"Texas Gas provides postretirement medical benefits and life insurance to retired employees who were employed full time, hired prior to January 1, 1996, and have met certain other requirements."
train,Erivedge,Product,Genentech,Company,Unspecified,"In addition, Genentech is testing Erivedge in clinical trials to treat less severe forms of BCC."
train,generic version of DORYX 150,Product,Mylan,Company,Unspecified,"In advance of that stay s expiration, the Company and Mayne filed a motion in the District Court for a preliminary injunction (PI) to prevent an at - risk launch by Mylan of its generic version of DORYX 150."
train,generic Zegerid OTC product,Product,Par,Company,Unspecified,"Although the 30 - month stay expired in February 2013, the parties have agreed that Par will not launch its generic Zegerid OTC product unless there is a District Court judgment favorable to Par or in certain other specified circumstances."
train,Symbiq TM infusion pumps,Product,Hospira,Company,Unspecified,"Device Product Related Matters Symbiq TM Infusion Pumps In April 2010, Hospira placed a voluntary hold on all shipments of Symbiq TM infusion pumps to new customers pending FDA regulatory clearance of a 510(k) application for software updates."
train,residential voice service,Product,TWC,Company,Unspecified,"TWC s residential voice service competes with wireline, wireless and over - the - top phone providers."
train,opioids,Product,Mallinckrodt,Company,SaleOrMarketing,Mallinckrodt markets other opioids which may compete with Exalgo.
train,"Advanced Circuits Compass AC Holdings , Inc. ( Advanced Circuits or ACI )",Company,"prototype , quick - turn and production rigid printed circuit boards , or PCBs",Product,Development,"The following is a brief summary of the businesses in which we own a controlling interest at December 31, 2012: Advanced Circuits Compass AC Holdings, Inc. (Advanced Circuits or ACI), headquartered in Aurora, Colorado, is a provider of prototype, quick - turn and production rigid printed circuit boards, or PCBs, throughout the United States."
train,SUV Macan,Product,Porsche India,Company,SaleOrMarketing,"Driven by SUV Macan, Porsche India sales grow 62% at 474 units in 2021."
dev,"Lyne Laboratories , Inc. ( Lyne )",Company,Ravicti drug product,Product,Development,"We have finished Ravicti drug product manufactured by Lyne Laboratories, Inc. (Lyne) on a purchase order basis in accordance with a clinical supply agreement."
dev,IOM services,Product,"Impulse Monitoring , Inc. ( Impulse Monitoring )",Company,Unspecified,"Our subsidiary, Impulse Monitoring, Inc. (Impulse Monitoring) provides IOM services for insight into the nervous system during spine and other surgeries."
dev,suspension products,Product,Fox,Company,Unspecified,Fox provides suspension products in each of these categories.
dev,Decorative ceiling fans,Product,Weihe,Company,Unspecified,Decorative ceiling fans and lighting fixtures became our feature products upon our acquisition of Weihe in late 2008.
dev,lighting fixtures,Product,Weihe,Company,Unspecified,Decorative ceiling fans and lighting fixtures became our feature products upon our acquisition of Weihe in late 2008.
dev,Docprime Technologies,Company,Docprime health locker,Product,Development,"Docprime Technologies, a wholly owned subsidiary of PB Fintech (parent company of Policybazaar and Paisabazaar), launched Docprime health locker integrated with Ayushman Bharat Digital Mission (ABDM)."
dev,Docprime Technologies,Company,Ayushman Bharat Digital Mission ( ABDM ),Product,Development,"Docprime Technologies, a wholly owned subsidiary of PB Fintech (parent company of Policybazaar and Paisabazaar), launched Docprime health locker integrated with Ayushman Bharat Digital Mission (ABDM)."
dev,Quality Management Software,Product,inContact,Company,Unspecified,inContact Quality Monitoring: inContact s Quality Management Software provides insights into agent performance and customer satisfaction.
dev,"hosting , operations and maintenance",Product,HNS,Company,Unspecified,"Prior to our acquisition of substantially all the assets of TerreStar and EchoStar s acquisition of Hughes, TerreStar and HNS entered into various agreements pursuant to which HNS provides, among other things, hosting, operations and maintenance F-70 Table of Contents DISH NETWORK CORPORATION NOTES TO CONSOLIDATED FINANCIAL STATEMENTS - Continued services for TerreStar s satellite gateway and associated ground infrastructure."
dev,IBM,Company,wafers,Product,Development,There can be no assurance that IBM will be able to produce wafers of acceptable quality and with acceptable manufacturing yield and deliver those wafers to us and our independent assembly and testing subcontractors on a timely basis.
dev,IBM,Company,wafers,Product,Development,There can be no assurance that IBM will be able to produce wafers of acceptable quality and with acceptable manufacturing yield and deliver those wafers to us and our independent assembly and testing subcontractors on a timely basis.
dev,Global E C Group,Company,project management,Product,Development,"Project Management and Project Control Our Global E C Group offers a wide range of project management and project control services for overseeing engineering, procurement and construction activities."
dev,Global E C Group,Company,project control services,Product,Development,"Project Management and Project Control Our Global E C Group offers a wide range of project management and project control services for overseeing engineering, procurement and construction activities."
dev,ultra high - speed internet services,Product,UPC Austria,Company,Unspecified,UPC Austria uses its ultra high - speed internet services and competitively priced bundles to encourage customers from other providers to switch to UPC Austria s services.
dev,Apple,Company,iPhone,Product,Development,"Apple Resolves iPhone Production Bottlenecks, Analyst Says"
dev,precious and non - precious metals,Product,Academy,Company,Unspecified,"Academy provides precious and non - precious metals and refining services for a variety of applications, including architectural glass, solar energy, medical and electronics."
dev,refining services,Product,Academy,Company,Unspecified,"Academy provides precious and non - precious metals and refining services for a variety of applications, including architectural glass, solar energy, medical and electronics."
dev,"Analog Devices , Inc.",Company,low - cost thermal accelerometers,Product,Development,"Licensing Agreement and Marketing Agreements In connection with its initial capitalization, the Company was assigned a technology license related to the design, manufacture and sale of low - cost thermal accelerometers from Analog Devices, Inc."
dev,administrative and technical services,Product,Aspen U.S. Services,Company,Unspecified,"Aspen U.S. Services is a Delaware corporation that provides administrative and technical services to the above U.S. entities, primarily from our Rocky Hill, Connecticut office."
dev,professional liability insurance program,Product,EmCare,Company,Unspecified,"EmCare's professional liability insurance program, under which insurance is provided for most of our affiliated medical professionals and professional and corporate entities, is reinsured through our wholly owned subsidiary, EMCA."
dev,Amphenol,Company,electronic and fiber optic equipment,Product,Development,"Amphenol, a manufacturer of electronic and fiber optic equipment, is acquiring sensor manufacturer MTS Systems for $ 1.7 billion including debt."
dev,MTS Systems,Company,sensor,Product,Development,"Amphenol, a manufacturer of electronic and fiber optic equipment, is acquiring sensor manufacturer MTS Systems for $ 1.7 billion including debt."
dev,vaccine,Product,Pfizer,Company,Unspecified,"Pfizer CEO Albert Bourla on Monday said two doses of the company's vaccine may not provide strong protection against infection from the omicron Covid variant, and the original shots have also lost some of their efficacy at preventing hospitalization."
dev,NVIDIA,Company,Tegra 4 processor,Product,Development,"Project SHIELD features our Tegra 4 processor, contains proprietary NVIDIA - developed software and system technologies and leverages our deep partnerships with game developers all over the world."
dev,Chevrolet Volt,Product,General Motors,Company,Unspecified,"For example, in December 2010, General Motors introduced the Chevrolet Volt, which is a plug - in hybrid vehicle that operates purely on electric power for a limited number of miles, at which time an internal combustion engine engages to recharge the battery pack."
dev,plug - in hybrid vehicle,Product,General Motors,Company,Unspecified,"For example, in December 2010, General Motors introduced the Chevrolet Volt, which is a plug - in hybrid vehicle that operates purely on electric power for a limited number of miles, at which time an internal combustion engine engages to recharge the battery pack."
dev,Wireless products,Product,Cisco,Company,SaleOrMarketing,"Sales of Wireless products increased by 26%, or $ 293 million, which was primarily due to continued customer adoption of and migration to the Cisco Unified Wireless Network architecture."
dev,GlobalVision SM,Product,Trayport,Company,Unspecified,"We employ a technology development philosophy that emphasizes state - of - the - art technology with cost efficiency in both our electronic brokerage platforms, such as CreditMatch, GFI ForexMatch EnergyMatch and GlobalVision SM (a product of Trayport), and our data and analytics products."
dev,Fantasy,Company,gaming apps,Product,Development,Fantasy gaming apps gained popularity in India during the pandemic. Many new companies entered the market to cash in on cricket's popularity and have launched virtual leagues and contests in other sports such as soccer.
dev,Naglazyme,Product,SA Pathology,Company,SaleOrMarketing,"Naglazyme gross margins for the year ended December 31, 2011 were consistent with expectations and were expected to improve slightly in 2012 as a result of our purchase of the Naglazyme intellectual property from SA Pathology in November 2011."
dev,anti-cancer treatment medication Pomalidomide,Product,Celgene Corporation,Company,Unspecified,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,anti-cancer treatment medication Pomalidomide,Product,Bristol Myers Squibb,Company,Unspecified,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,anti-cancer treatment medication Pomalidomide,Product,Breckenridge Pharmaceutical Inc,Company,Unspecified,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,anti-cancer treatment medication Pomalidomide,Product,Louisiana Health Service & Indemnity Company,Company,Unspecified,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,industrial health and safety services,Product,HSE,Company,SaleOrMarketing,DXP acquired HSE to expand our industrial health and safety services offering.
dev,ferrous materials,Product,Heidtman,Company,SaleOrMarketing,The company sells flat rolled products and occasionally purchases ferrous materials from Heidtman.
dev,GE,Company,general purpose and special purpose computers,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 200,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 400,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 600 series general purpose computers,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 4010,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 4020,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,GE 4060 real - time process control computers,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,DATANET-30,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,GE,Company,Datanet 355 message switching computers,Product,Development,"GE had a line of general purpose and special purpose computers, including the GE 200, GE 400, and GE 600 series general purpose computers, the GE 4010, GE 4020, and GE 4060 real - time process control computers, and the DATANET-30 and Datanet 355 message switching computers."
dev,UniPixel,Company,high - performance flexible electronic film products,Product,Development,UniPixel manufactures high - performance flexible electronic film products.
dev,data,Product,Business Services TWC,Company,SaleOrMarketing,"Business Services TWC offers data, video and voice services, managed and outsourced IT solutions and cloud services to businesses."
dev,video and voice services,Product,Business Services TWC,Company,SaleOrMarketing,"Business Services TWC offers data, video and voice services, managed and outsourced IT solutions and cloud services to businesses."
dev,managed and outsourced IT solutions,Product,Business Services TWC,Company,SaleOrMarketing,"Business Services TWC offers data, video and voice services, managed and outsourced IT solutions and cloud services to businesses."
dev,cloud services,Product,Business Services TWC,Company,SaleOrMarketing,"Business Services TWC offers data, video and voice services, managed and outsourced IT solutions and cloud services to businesses."
dev,CTS,Company,battlefield effects simulator devices,Product,Development,CTS manufactures battlefield effects simulator devices and provides tactical training to the military utilizing such products.
dev,CTS,Company,tactical training,Product,Development,CTS manufactures battlefield effects simulator devices and provides tactical training to the military utilizing such products.
dev,corporate middle market lending transactions,Product,Charlesfort,Company,SaleOrMarketing,"In 2010, we also established Charlesfort, which engages in corporate middle market lending transactions."
dev,Arnold,Company,engineered magnets,Product,Development,"Arnold is the largest and, we believe, most technically advanced U.S. manufacturer of engineered magnets."
dev,x - ray and lab services,Product,Immediate Clinic ( IC ),Company,SaleOrMarketing,"Immediate Clinic (IC) will offer daily access to healthcare for minor injuries and illnesses, including x - ray and lab services, all from convenient neighborhood locations with no appointments."
dev,HKEC,Company,power assemblies for large diesel engines,Product,Development,"Principal Products, Services, Markets and Distribution HKEC manufactures and remanufactures power assemblies for large diesel engines used in the rail, marine, and power industries."
dev,Merck,Company,vintafolide,Product,Development,"Under the collaboration agreement with Merck, Merck has assumed responsibility to manufacture vintafolide as part 48 TABLE OF CONTENTS of its development and commercialization activities."
dev,Aldus Corporation,Company,PageMaker software,Product,Development,"Adobe's first acquisition was Emerald City Software in March 1990. In August 1994, the company acquired Aldus Corporation, a Seattle - based software company credited with creating the desktop publishing industry with its PageMaker software."
dev,Suntech,Company,panels,Product,Development,Both Suntech and Lightway manufacture panels for us that are built to our unique specifications.
dev,Lightway,Company,panels,Product,Development,Both Suntech and Lightway manufacture panels for us that are built to our unique specifications.
dev,GSK,Company,Horizant,Product,Development,"GSK commercially launched Horizant in the United States in 2011 and remains responsible for the commercialization of Horizant through the transition period ending April 30, 2013."
dev,HP,Company,personal computers ( PCs ),Product,Development,"HP develops personal computers (PCs), printers and related supplies, as well as 3D Printing solutions."
dev,HP,Company,printers and related supplies,Product,Development,"HP develops personal computers (PCs), printers and related supplies, as well as 3D Printing solutions."
dev,HP,Company,3D Printing solutions,Product,Development,"HP develops personal computers (PCs), printers and related supplies, as well as 3D Printing solutions."
dev,iPhones,Product,Apple,Company,SaleOrMarketing,"In the year 2021, Apple sold a record 5.4 million iPhones in India."
dev,aircraft,Product,United,Company,Unspecified,United s capital expenditures in 2012 related to upgrades to existing aircraft in addition to asset improvements to facilities and other ground equipment.
dev,LifeScan,Company,blood glucose product,Product,Development,"1) research and development to assist LifeScan in receiving regulatory clearance to sell the blood glucose product (milestone payment), 2) contract manufacturing of the blood glucose test strips (contract manufacturing) and 3) ongoing services and efforts to enhance the product (product enhancement)."
dev,Isis,Company,RNA products,Product,Development,"In addition, the Company granted Isis non - exclusive rights to research, develop and commercialize single - stranded RNA products."
dev,Promontory,Company,CDARS Reciprocal,Product,Development,"Promontory also provides a product, CDARS Reciprocal, that allows the Bank s customers to place funds in excess of the FDIC insurance limit with Promontory s network of participating Banks so that the customer is fully insured for the amount deposited."
dev,operation and maintenance ( O&M ),Product,"Electrowatt - Ekono Philippines , Inc.",Company,Unspecified,"Meanwhile, Electrowatt - Ekono Philippines, Inc. was also awarded a three - year operation and maintenance (O&M) contract by FR Cement Corporation."
dev,Kynamro,Product,Genzyme,Company,SaleOrMarketing,"As a treatment for HoFH, JUXTAPID competes in the U.S. with Kynamro, which is being commercialized by Genzyme, now part of Sanofi under a collaboration with Isis."
dev,electric iMiEV,Product,Mitsubishi,Company,SaleOrMarketing,"In Japan, Mitsubishi has been selling its electric iMiEV since April 2010."
test,gas transportation,Product,FERC,Company,Unspecified,FERC endeavors to make gas transportation more accessible to gas buyers and sellers on an open - access and non - discriminatory basis.
test,specialty welding services,Product,WMI,Company,Unspecified,WMI has provided specialty welding services and metal fabrications to the defense and commercial aerospace industry since 1979.
test,metal fabrications,Product,WMI,Company,Unspecified,WMI has provided specialty welding services and metal fabrications to the defense and commercial aerospace industry since 1979.
test,mail service drug fulfillment,Product,Prescription Solutions,Company,Unspecified,"Prescription Solutions earnings from operations increased primarily due to the Fiserv Health acquisition, gains in mail service drug fulfillment, and a continuing favorable mix shift to generic pharmaceuticals."
test,LDP software,Product,Aware,Company,Unspecified,"Service providers use Aware s centralized LDP software to reduce DSL operational costs, extend service reach and improve the quality of their premium triple - play services."
test,high pressure fiberglass tubulars,Product,Fiber Glass Systems,Company,SaleOrMarketing,"In 1997, the Company acquired Fiber Glass Systems, a leading provider of high pressure fiberglass tubulars used in oilfield applications, to further serve the tubular corrosion prevention needs of its customers."
