split,head_text,head_type,tail_text,tail_type,label,sentence
train,AT,Company,Network carriers,Market,operatesIn,"Network carriers, such as Verizon, AT T or T - Mobile, may also take steps to limit their customers ' ability to download apps or access specified content on mobile devices."
train,T - Mobile,Company,Network carriers,Market,operatesIn,"Network carriers, such as Verizon, AT T or T - Mobile, may also take steps to limit their customers ' ability to download apps or access specified content on mobile devices."
train,Mowood,Company,holding,Market,operatesIn,"Mowood is the holding company for Omega Pipeline Company, LLC (Omega)."
train,Cytori,Company,therapeutic,Market,operatesIn,"Cytori s cell therapy utilizes a patient s own adipose derived stem and regenerative cells, uniquely optimized and formulated for specific therapeutic applications."
train,Cytori,Company,therapeutic,Market,operatesIn,"While our focus is on the development of new therapeutic applications for Cytori s cell therapy, we are currently commercializing the Celution System under select medical device clearances in Europe, Japan, and other regions."
train,Siber Consulting,Company,wireless,Market,operatesIn,Siber Consulting provides technical and marketing services to the wireless industry.
train,R - Tech,Company,clinical,Market,operatesIn,"We entered into an exclusive supply arrangement with R - Tech under which we granted R - Tech the exclusive right to manufacture and supply lubiprostone to meet its commercial and clinical requirements in Asia, Australia and New Zealand."
train,BPS,Company,biodefense,Market,operatesIn,"Following are licensing agreements to which BPS is a party covering technologies and intellectual property rights applicable to BPS's development of vaccines for the biodefense field: Regents of the University of California License Agreement BPS is a party to a license agreement dated July 29, 2008, or the California License, with the Regents of the University of California, or California."
train,Bankers Life,Company,middle - income senior,Market,operatesIn,"Bankers Life, which markets and distributes Medicare supplement insurance, interest - sensitive life insurance, traditional life insurance, fixed annuities and long - term care insurance products to the middle - income senior market through a dedicated field force of career agents and sales managers supported by a network of community - based sales offices."
train,CamelBak,Company,biking,Market,operatesIn,"After starting with a mountain biking product, CamelBak developed a host of other types of biking hydration packs that are designed to match specific types of biking."
train,Rudolph,Company,semiconductor,Market,operatesIn,Rudolph is a leading provider of Process Control Software in the semiconductor industry.
train,Aspen Re America,Company,reinsurance intermediary,Market,operatesIn,"Aspen Re America is a Delaware corporation and functions as a reinsurance intermediary with offices in Connecticut, Florida, Georgia, Illinois and New York."
train,f.y.e,Company,entertainment and pop culture mall - based chain store,Market,operatesIn,"f.y.e, is a successful entertainment and pop culture mall - based chain store with locations across the United States."
train,KPMG LLP,Company,public accounting,Market,operatesIn,"Our independent registered public accounting firm, KPMG LLP, who audited our consolidated financial statements, has also audited the effectiveness of our internal control over financial reporting, which report appears in this Annual Report on Form 10 - K. /s/"
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"PricewaterhouseCoopers LLP, the independent registered public accounting firm that audited the financial statements included in this Annual Report on Form 10 - K, has also audited the effectiveness of internal control over financial reporting as of December 31, 2012 as stated in their report that appears on the following page."
train,KPMG LLP,Company,public accounting,Market,operatesIn,"KPMG LLP, an independent registered public accounting firm, who audited our consolidated financial statements included in this Form 10 - K, has issued an attestation report on our internal control over financial reporting, which is included herein."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"PricewaterhouseCoopers LLP, an independent registered public accounting firm, has audited (1)the consolidated financial statements and (2)the effectiveness of our internal control over financial reporting as of May31, 2011, as stated in their report herein."
train,Ernst Young LLP,Company,public accounting,Market,operatesIn,"Our independent registered public accounting firm, Ernst Young LLP, has audited our internal control over financial reporting as of December 31, 2012."
train,JVB,Company,securities broker - dealer,Market,operatesIn,JVB is a securities broker - dealer registered with the SEC and is a member of FINRA and the SIPC.
train,"BDO USA , LLP",Company,public accounting,Market,operatesIn,"BDO USA, LLP, the independent registered public accounting firm that audited the consolidated financial statements included in this Annual Report on Form 10 - K, has also audited the effectiveness of our internal control over financial reporting as of December 31, 2012, as stated in their reports on pages F-2 and F-3 of this report."
train,"Meta Platforms , Inc.",Company,technology,Market,operatesIn,"Meta Platforms, Inc., formerly known as Facebook, Inc., is an American multinational technology conglomerate based in Menlo Park, California."
train,CliftonLarsonAllen LLP,Company,public accounting,Market,operatesIn,"The Company s internal control over financial reporting as of December 31, 2012 has been audited by CliftonLarsonAllen LLP, an independent registered public accounting firm, as stated in their report which appears herein. /s/"
train,Securities America,Company,broker - dealer,Market,operatesIn,"Each of Securities America, Ladenburg, Investacorp and Triad is a registered broker - dealer with the SEC and FINRA."
train,Ladenburg,Company,broker - dealer,Market,operatesIn,"Each of Securities America, Ladenburg, Investacorp and Triad is a registered broker - dealer with the SEC and FINRA."
train,Investacorp,Company,broker - dealer,Market,operatesIn,"Each of Securities America, Ladenburg, Investacorp and Triad is a registered broker - dealer with the SEC and FINRA."
train,Triad,Company,broker - dealer,Market,operatesIn,"Each of Securities America, Ladenburg, Investacorp and Triad is a registered broker - dealer with the SEC and FINRA."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"The effectiveness of our internal control over financial reporting as of December 31, 2012 has been audited by PricewaterhouseCoopers LLP, an independent registered public accounting firm, as stated in their report which is set forth in Part II, Item 8 of this Annual Report on Form 10-K. Changes in Internal Control Over Financial Reporting"
train,BDO Canada LLP,Company,public accounting,Market,operatesIn,"Our independent registered public accounting firm, BDO Canada LLP, has issued reports on its assessment of our internal control over financial reporting and our consolidated financial statements that are included in Item 8 of this Annual Report on Form 10-K."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"PricewaterhouseCoopers LLP, an independent registered public accounting firm, has expressed an unqualified opinion on the Company s 2012 consolidated financial statements as stated in their audit report included herein."
train,McGladrey LLP,Company,public accounting,Market,operatesIn,"The Company's independent registered public accounting firm, McGladrey LLP, has audited the effectiveness of the Company's internal control over financial reporting as of December 1, 2012, as stated in their attestation report appearing below."
train,Grant Thornton LLP,Company,public accounting,Market,operatesIn,"Grant Thornton LLP, the independent registered public accounting firm, who audited the Company's consolidated financial statements included in this Annual Report on Form 10 - K, has issued a report on the effectiveness of the Company's internal control over financial reporting as of December 31, 2012, which is included herein."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"The Company s independent registered public accounting firm, PricewaterhouseCoopers LLP, has audited the effectiveness of our internal control over financial reporting, as stated in their report which appears in Item 15."
train,Ernst Young LLP,Company,Public Accounting,Market,operatesIn,"CONSENT OF EXPERTS 23.1 Consent of Ernst Young LLP, Independent Registered Public Accounting Firm."
train,EKS H LLLP,Company,public accounting,Market,operatesIn,"The effectiveness of our internal control over financial reporting as of December 31, 2012 has been audited by EKS H LLLP, an independent registered public accounting firm, as stated in their report, which is included herein."
train,"Meta Platforms , Inc.",Company,technology,Market,operatesIn,"Meta Platforms, Inc., doing business as Meta and formerly known as Facebook, Inc., is a multinational technology conglomerate based in Menlo Park, California. The company is the parent organization of Facebook, Instagram, and WhatsApp, among other subsidiaries."
train,Newport Federal Savings Bank,Company,Bank,Market,operatesIn,"Principles of Consolidation The consolidated financial statements include the accounts of Newport Bancorp, Inc. (the Company) and its wholly - owned subsidiary, Newport Federal Savings Bank (the Bank)."
train,"Maiden Insurance Company , Ltd ( Maiden Insurance )",Company,reinsurer,Market,operatesIn,"Maiden Insurance Company, Ltd (Maiden Insurance), a wholly - owned subsidiary of Maiden, is a Bermuda reinsurer."
train,KPMG LLP,Company,public accounting,Market,operatesIn,"Our independent registered public accounting firm, KPMG LLP, has issued an audit report on the effectiveness of our internal control over financial reporting."
train,KPMG LLP,Company,public accounting,Market,operatesIn,"KPMG LLP, an independent registered public accounting firm, has issued an audit report on the effectiveness of our internal control over financial reporting as of December 31, 2012, which is included herein. /s/"
train,"Moody , Famiglietti Andronico , LLP",Company,public accounting,Market,operatesIn,"Moody, Famiglietti Andronico, LLP, our registered independent public accounting firm, was not required to and has not issued a report concerning the effectiveness of our internal control over financial reporting as of December 31, 2012."
train,Deloitte Touche LLP,Company,public accounting,Market,operatesIn,"The Company s internal control over financial reporting as of December 29, 2012 has been audited by Deloitte Touche LLP, an independent registered public accounting firm, as stated in their attestation report which appears herein."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"The effectiveness of our internal control over financial reporting as of December 31, 2012 has been audited by PricewaterhouseCoopers LLP, an independent registered public accounting firm, as stated in their report which is included herein."
train,Deloitte Touche LLP,Company,Public Accounting,Market,operatesIn,"23.1 * Consent of Independent Registered Public Accounting Firm, Deloitte Touche LLP 31.1 *"
train,Ernst Young LLP,Company,public accounting,Market,operatesIn,"Ernst Young LLP, our independent registered public accounting firm, has audited and reported on our consolidated financial statements and the effectiveness of our internal control over financial reporting."
train,Ernst Young LLP,Company,public accounting,Market,operatesIn,"Ernst Young LLP, the independent registered public accounting firm that audited the consolidated financial statements of the Company included in this annual report on Form 10 - K, has issued an attestation report on the effectiveness of the Company s internal control over financial reporting as of December 31, 2012."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"The effectiveness of our internal control over financial reporting as of December 31, 2012 has been audited by PricewaterhouseCoopers LLP, an independent registered public accounting firm, as stated in their report which appears herein."
train,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,"The effectiveness of the Company s internal control over financial reporting as of December 31, 2012, has been audited by PricewaterhouseCoopers LLP, an independent registered public accounting firm, as stated in their report which appears herein."
train,Ernst Young,Company,public accounting,Market,operatesIn,"The effectiveness of our internal control over financial reporting as of December 31, 2012 has been audited by Ernst Young, an independent registered public accounting firm, as stated in their report which is included in this Annual Report on Form 10 - K. Such report expresses an unqualified opinion on the effectiveness of the Company s internal control over financial reporting as of December 31, 2012."
train,Ernst Young LLP,Company,public accounting,Market,operatesIn,"Ernst Young LLP, the independent registered public accounting firm that audited the Consolidated Financial Statements of United Fire Group, Inc. included in this Annual Report on Form 10 - K, has audited the effectiveness of internal control over financial reporting as of December 31, 2012."
dev,Hanmi Financial,Company,bank holding,Market,operatesIn,Hanmi Financial is also a bank holding company within the meaning of Section 3700 of the California Financial Code.
dev,Bighorn Oil and Gas,Company,energy development,Market,operatesIn,"He is the President of Bighorn Oil and Gas, an energy development company (Casper, Wyoming), and he has served in both public and private company leadership positions in the high - tech industry including President of 1 - 2 - 1 View digital signage company (Singapore), Chief Operating Officer and Director of In Media Corporation IPTV service company (California),"
dev,View digital signage company,Company,high - tech,Market,operatesIn,"He is the President of Bighorn Oil and Gas, an energy development company (Casper, Wyoming), and he has served in both public and private company leadership positions in the high - tech industry including President of 1 - 2 - 1 View digital signage company (Singapore), Chief Operating Officer and Director of In Media Corporation IPTV service company (California),"
dev,In Media Corporation,Company,high - tech,Market,operatesIn,"He is the President of Bighorn Oil and Gas, an energy development company (Casper, Wyoming), and he has served in both public and private company leadership positions in the high - tech industry including President of 1 - 2 - 1 View digital signage company (Singapore), Chief Operating Officer and Director of In Media Corporation IPTV service company (California),"
dev,In Media Corporation,Company,IPTV service,Market,operatesIn,"He is the President of Bighorn Oil and Gas, an energy development company (Casper, Wyoming), and he has served in both public and private company leadership positions in the high - tech industry including President of 1 - 2 - 1 View digital signage company (Singapore), Chief Operating Officer and Director of In Media Corporation IPTV service company (California),"
dev,Justworks,Company,HR Software Platform,Market,operatesIn,HR Software Platform Justworks Puts Its U.S. Listing On Hold
dev,Regions Bank,Company,bank,Market,operatesIn,"Additionally, Regions intends to publish its own results of the Federal Reserve s severely adverse case stress test for both Regions Financial Corporation and its primary bank subsidiary Regions Bank."
dev,CuteSendIt,Company,SaaS segment of the file transfer,Market,operatesIn,CuteSendIt competes in the SaaS segment of the file transfer market.
dev,Nationale Borg,Company,credit and surety reinsurance,Market,operatesIn,"In May 2017, Liberty Mutual Insurance completed its acquisition of Bermuda - based Ironshore Inc. from Fosun International Limited for $ 2.93 billion. In October 2019, Liberty Mutual acquired Nationale Borg, Nationale Borg Reinsurance and AmTrust Insurance Spain, which are credit and surety reinsurance subsidiaries of AmTrust Financial Services."
dev,Nationale Borg Reinsurance,Company,credit and surety reinsurance,Market,operatesIn,"In May 2017, Liberty Mutual Insurance completed its acquisition of Bermuda - based Ironshore Inc. from Fosun International Limited for $ 2.93 billion. In October 2019, Liberty Mutual acquired Nationale Borg, Nationale Borg Reinsurance and AmTrust Insurance Spain, which are credit and surety reinsurance subsidiaries of AmTrust Financial Services."
dev,AmTrust Insurance Spain,Company,credit and surety reinsurance,Market,operatesIn,"In May 2017, Liberty Mutual Insurance completed its acquisition of Bermuda - based Ironshore Inc. from Fosun International Limited for $ 2.93 billion. In October 2019, Liberty Mutual acquired Nationale Borg, Nationale Borg Reinsurance and AmTrust Insurance Spain, which are credit and surety reinsurance subsidiaries of AmTrust Financial Services."
dev,SSCC,Company,education,Market,operatesIn,"On the education front, SSCC educational revenue increased by 8% over Q1 F2021, from $ 9.17 million to $ 9.88 million, and after nearly two years of border lockdown, our international college, SSLC and VIC reported a 209% growth in revenue over Q1 F2021, increasing from $ 0.62 million to $ 1.91 million for the first three months of F2022. 
"
dev,SSLC,Company,international college,Market,operatesIn,"On the education front, SSCC educational revenue increased by 8% over Q1 F2021, from $ 9.17 million to $ 9.88 million, and after nearly two years of border lockdown, our international college, SSLC and VIC reported a 209% growth in revenue over Q1 F2021, increasing from $ 0.62 million to $ 1.91 million for the first three months of F2022. 
"
dev,VIC,Company,international college,Market,operatesIn,"On the education front, SSCC educational revenue increased by 8% over Q1 F2021, from $ 9.17 million to $ 9.88 million, and after nearly two years of border lockdown, our international college, SSLC and VIC reported a 209% growth in revenue over Q1 F2021, increasing from $ 0.62 million to $ 1.91 million for the first three months of F2022. 
"
dev,WaterStone Bank,Company,savings banks,Market,operatesIn,"Customer Privacy Under Wisconsin and federal law and regulations, savings banks, such as WaterStone Bank, are required to develop and maintain privacy policies relating to information on its customers, restrict access to and establish procedures to protect customer data."
dev,Fortum,Company,energy,Market,operatesIn,"In April 2005, Neste separated from its parent company, Finnish energy company Fortum, and became listed on the Helsinki Stock Exchange."
dev,KPMG LLP,Company,public accounting,Market,operatesIn,Mr. Cestare is a certified public accountant who was a Partner with the public accounting firm of KPMG LLP prior to joining Sovereign Bancorp in 2005.
dev,Greer Bancshares Incorporated,Company,bank holding,Market,operatesIn,"Greer Bancshares Incorporated The Company is registered as a bank holding company under the Bank Holding Company Act (the Holding Company Act) and, as such, is subject to supervision, regulation and examination by the Board of Governors of the Federal Reserve Board (the FRB)."
dev,AstraZeneca,Company,pharma,Market,operatesIn,A new pharma king? AstraZeneca approaches Gilead about potential merger: Report
dev,Gilead,Company,pharma,Market,operatesIn,A new pharma king? AstraZeneca approaches Gilead about potential merger: Report
dev,PricewaterhouseCoopers LLP,Company,public accounting,Market,operatesIn,The Company s independent registered public accounting firm is PricewaterhouseCoopers LLP.
dev,Global Energy Development PLC,Company,oil exploration and production,Market,operatesIn,"From 2006 to 2008, Mrs. Whitley served as the Finance Director of Global Energy Development PLC where she was responsible for management of financial and legal matters, information technology, administration, and public company reporting on the London Stock Exchange for the company s international oil exploration and production operations."
dev,Cyntellect Inc.,Company,scientific instrumentation,Market,operatesIn,"Mr. Patzig was a Director of Cyntellect Inc., a privately held scientific instrumentation company."
dev,Cleco Corporation,Company,public utility holding,Market,operatesIn,"Cleco Corporation, subject to certain limited exceptions, is exempt from regulation as a public utility holding company pursuant to provisions of the Public Utility Holding Company Act of 2005."
dev,Celgene Corporation,Company,drug,Market,operatesIn,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,Bristol Myers Squibb,Company,drug,Market,operatesIn,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,Breckenridge Pharmaceutical Inc,Company,drug,Market,operatesIn,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,Louisiana Health Service & Indemnity Company,Company,drug,Market,operatesIn,"The Hyderabad-based drug firm along with Celgene Corporation, Bristol Myers Squibb, Breckenridge Pharmaceutical Inc and others have been named defendants by Louisiana Health Service & Indemnity Company, D/B/A Blue Cross and Blue Shield of Losisiana and HMO Louisiana Inc, regarding anti-cancer treatment medication Pomalidomide."
dev,JP Morgan Chase,Company,commercial banking,Market,operatesIn,"Prior to joining PepsiCo, Ms. Hobart worked in commercial banking for JP Morgan Chase and Wells Fargo Bank."
dev,Wells Fargo Bank,Company,commercial banking,Market,operatesIn,"Prior to joining PepsiCo, Ms. Hobart worked in commercial banking for JP Morgan Chase and Wells Fargo Bank."
dev,"Burr Pilger Mayer , Inc.",Company,public accounting,Market,operatesIn,"On April 24, 2012, we dismissed Burr Pilger Mayer, Inc. as our independent registered public accounting firm."
dev,Mobil,Company,fuels,Market,operatesIn,Mobil had 30% stake in fuels and 51% stake in lubricants businesses.
dev,Mobil,Company,lubricants,Market,operatesIn,Mobil had 30% stake in fuels and 51% stake in lubricants businesses.
dev,NiSource,Company,holding,Market,operatesIn,NiSource is a holding company and is dependent on cash generated by subsidiaries to meet its debt obligations and pay dividends on its common stock.
dev,Dell Technologies Inc.,Company,technology,Market,operatesIn,"Dell Technologies Inc. is an American multinational technology company headquartered in Round Rock, Texas."
dev,Uber,Company,rideshare,Market,operatesIn,"Shares of Uber jumped Tuesday after CEO Dara Khosrowshahi said the rideshare company just had its "" best week ever in terms of overall gross bookings. """
dev,Dealertrack Technologies,Company,automotive retail,Market,operatesIn,The company and its solutions are now positioned around a single brand Dealertrack Technologies helping to represent our position as a leading driver of innovation and progress across the automotive retail industry.
dev,AutoZone,Company,automotive parts retailers,Market,operatesIn,"In North America, we primarily sell our aftermarket products to automotive parts retailers, including AutoZone, Advance Auto Parts and O'Reilly Auto Parts."
dev,Advance Auto Parts,Company,automotive parts retailers,Market,operatesIn,"In North America, we primarily sell our aftermarket products to automotive parts retailers, including AutoZone, Advance Auto Parts and O'Reilly Auto Parts."
dev,O'Reilly Auto Parts,Company,automotive parts retailers,Market,operatesIn,"In North America, we primarily sell our aftermarket products to automotive parts retailers, including AutoZone, Advance Auto Parts and O'Reilly Auto Parts."
dev,CapitalSource Bank,Company,state - chartered industrial bank,Market,operatesIn,"As a state - chartered industrial bank, CapitalSource Bank is currently exempt from the definition of bank under the BHC Act."
dev,Sanofi SA,Company,Drugmaker,Market,operatesIn,Drugmaker Sanofi SA said on Tuesday it will buy Amunix Pharmaceuticals Inc for an upfront payment of about $ 1 billion.
dev,"DataSphere Technologies , Inc.",Company,technology and sales,Market,operatesIn,"We are working with our technology and sales provider, DataSphere Technologies, Inc., in its distribution of the hyperlocal solution to other broadcast companies."
dev,Apple,Company,tech,Market,operatesIn,Apple's Tim Cook made $ 98 M in 2021   how that compares to other tech CEOs
dev,Towers Watson,Company,compensation consulting,Market,operatesIn,"Engagement of Compensation Consultants Following our initial public offering in September 2012, our compensation committee engaged Towers Watson, a compensation consulting firm, to provide advice regarding, and to assist us in formulating, the post - initial public offering compensation program for our employees, including our named executive officers."
dev,Bristol-Myers,Company,Drug,Market,operatesIn,"Bristol-Myers, Squibb Agree to Merge: $12-Billion Stock Swap Would Form 2nd-Largest Drug Firm"
dev,Squibb,Company,Drug,Market,operatesIn,"Bristol-Myers, Squibb Agree to Merge: $12-Billion Stock Swap Would Form 2nd-Largest Drug Firm"
dev,"Ace European Group , Ltd.",Company,layer errors and omissions insurance carriers,Market,operatesIn,"On July 19, 2012, we became aware of assertions by one of our primary layer errors and omissions insurance carriers, Ace European Group, Ltd."
dev,Intrexon,Company,genetic and cell engineering,Market,operatesIn,"In addition to the optimization of fermentation and purification strategies, we are working to leverage Intrexon s genetic and cell engineering expertise to produce analogs of MU1140 toward the goal of establishing a pipeline of new lantibiotics."
dev,Phenomenex,Company,life science supply,Market,operatesIn,"From 1993 to 1999, Mr. Jaksch served as International Subsidiaries Manager of Phenomenex, a life science supply company where he managed the international subsidiary and international business development divisions."
dev,Panostaja Oyj,Company,digital printing,Market,operatesIn,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing.
dev,Immediate Clinic ( IC ),Company,healthcare,Market,operatesIn,"Immediate Clinic (IC) will offer daily access to healthcare for minor injuries and illnesses, including x - ray and lab services, all from convenient neighborhood locations with no appointments."
dev,Nextiva,Company,networked IP video solution,Market,operatesIn,"Our Video and Situation Intelligence Solutions Portfolio We are a leader in the video intelligence market with Nextiva, a comprehensive, end - to - end, networked IP video solution portfolio."
dev,DarioHealth Corp. ( NASDAQ: DRIO ),Company,global digital health,Market,operatesIn,"DarioHealth Corp. (NASDAQ: DRIO) (Dario or the Company), a leader in the global digital health market, announced that it will host an in-person investor day in New York at the offices of Sullivan & Worcester LLP located at 1633 Broadway, 32nd floor, on October 17, 2023 at 11:00 AM ET."
dev,Tubi,Company,streaming service,Market,operatesIn,"In April 2020, Fox Corporation acquired streaming service Tubi for $ 440 million."
dev,CuriosityStream Inc. ( NASDAQ: CURI ),Company,factual media,Market,operatesIn,"SILVER SPRING, Md., May 04, 2023 -- CuriosityStream Inc. (NASDAQ: CURI), the leading global factual media company, today announced that it will release financial results for the first quarter of 2023 on Thursday, May 11, 2023 after market close. The company will host a Q&amp;A conference call to discuss these results at 5:00 p.m. Eastern Time (2:00 p.m. Pacific Time) on the same day. Reporters are invited to join the call on a listen-only basis."
dev,Lufkin Industries,Company,oilfield pump maker,Market,operatesIn,"In April 2013, GE acquired oilfield pump maker Lufkin Industries for $ 2.98 billion."
dev,"Insperity , Inc.",Company,professional employer,Market,operatesIn,"All of these individuals are co - employed by CYMRI, L.L.C. and Insperity, Inc., a professional employer organization."
dev,Aldus Corporation,Company,software,Market,operatesIn,"Adobe's first acquisition was Emerald City Software in March 1990. In August 1994, the company acquired Aldus Corporation, a Seattle - based software company credited with creating the desktop publishing industry with its PageMaker software."
dev,Aldus Corporation,Company,desktop publishing,Market,operatesIn,"Adobe's first acquisition was Emerald City Software in March 1990. In August 1994, the company acquired Aldus Corporation, a Seattle - based software company credited with creating the desktop publishing industry with its PageMaker software."
dev,"Executive Technology , Inc.",Company,value - added reseller and system integrator of information technology products,Market,operatesIn,"Prior to joining LeapFrog, he co - founded Executive Technology, Inc., a value - added reseller and system integrator of information technology products, and served as its Chief Operating Officer from September 2003 through April 2005."
dev,Ernst Young LLP,Company,auditors,Market,operatesIn,"Our independent auditors, Ernst Young LLP, a registered public accounting firm, are appointed by the Audit Committee, subject to ratification by our shareholders."
dev,Ernst Young LLP,Company,public accounting,Market,operatesIn,"Our independent auditors, Ernst Young LLP, a registered public accounting firm, are appointed by the Audit Committee, subject to ratification by our shareholders."
dev,Ernst Young LLP,Company,Public Accounting,Market,operatesIn,"* 12 Computation of Ratio of Earnings to Fixed Charges * 21 List of subsidiaries of Williams Partners L.P. * 23.1 Consent of Independent Registered Public Accounting Firm, Ernst Young LLP."
dev,HDFC Bank Limited,Company,Development finance,Market,operatesIn,"HDFC Bank Limited is an Indian Development finance institution headquartered in Mumbai, Maharashtra."
dev,Flex,Company,manufacturing,Market,operatesIn,"Revathi Advaithi is the CEO of Flex, one of the world's largest manufacturing companies and a global supply chain."
dev,Flex,Company,global supply chain,Market,operatesIn,"Revathi Advaithi is the CEO of Flex, one of the world's largest manufacturing companies and a global supply chain."
dev,Greenleaf Foods,Company,plant - based foods,Market,operatesIn,"Adam Grogan has been promoted to president of Greenleaf Foods, the plant - based foods subsidiary of Maple Leaf Foods, Inc. Mr. Grogan replaces Dan Curtin, who is retiring at the end of January."
dev,TPG Capital,Company,private equity,Market,operatesIn,"The block deal is likely to mark TPG Capital's exit as a stakeholder in Landmark Cars. The US-based private equity firm, via its affiliate TPG Growth II SF Pte Ltd, held 44,56,270 shares or an 11.25 percent stake in the Indian automotive retailer as of March 31, 2023."
dev,Landmark Cars.,Company,automotive retailer,Market,operatesIn,"The block deal is likely to mark TPG Capital's exit as a stakeholder in Landmark Cars. The US-based private equity firm, via its affiliate TPG Growth II SF Pte Ltd, held 44,56,270 shares or an 11.25 percent stake in the Indian automotive retailer as of March 31, 2023."
dev,PlainsCapital Bank ( the Bank ),Company,bank,Market,operatesIn,"Following the Merger on November 30, 2012, our primary line of business is our wholly owned bank subsidiary, PlainsCapital Bank (the Bank)."
dev,Callaway Golf Company,Company,golf equipment,Market,operatesIn,"From June 2011 to March 2012 he served as Interim President and Chief Executive Officer of Callaway Golf Company, a golf equipment company."
dev,Red Robin,Company,restaurant,Market,operatesIn,"Restaurant Development Red Robin seeks to grow its restaurant base prudently considering a number of factors including general economic conditions, expected financial performance, availability of appropriate locations, competition in local markets and the availability of teams to manage new locations."
dev,Schroders plc,Company,money manager,Market,operatesIn,British money manager Schroders plc said on Tuesday it has reached an agreement to buy 75% of renewable investor Greencoat Capital Holdings Limited in a bid to grow its sustainable investment offering.
dev,Greencoat Capital Holdings Limited,Company,renewable investor,Market,operatesIn,British money manager Schroders plc said on Tuesday it has reached an agreement to buy 75% of renewable investor Greencoat Capital Holdings Limited in a bid to grow its sustainable investment offering.
dev,Greencoat Capital Holdings Limited,Company,sustainable investment,Market,operatesIn,British money manager Schroders plc said on Tuesday it has reached an agreement to buy 75% of renewable investor Greencoat Capital Holdings Limited in a bid to grow its sustainable investment offering.
test,Rooke Fiduciary Management,Company,trust,Market,operatesIn,"Mr. Rooke owns and manages Rooke Fiduciary Management, a private trust company, which specializes in the investment management of publicly held securities and the oversight of a multitude of trust investments."
test,Iusacell,Company,cellular carrier,Market,operatesIn,"In late 2014, AT&T purchased Mexican cellular carrier Iusacell."
test,"Anthera Pharmaceuticals , Inc.",Company,biopharmaceutical,Market,operatesIn,"Overview Anthera Pharmaceuticals, Inc. is a biopharmaceutical company focused on developing and commercializing products to treat autoimmune diseases."
test,CONSOL Energy,Company,gas operations,Market,operatesIn,"In the second half of 2011 CONSOL Energy, through its principal gas operations subsidiary, CNX Gas Company LLC (CNX Gas Company), entered into joint venture arrangements with Noble Energy, Inc. (Noble Energy) and Hess Ohio Developments, LLC (Hess) regarding our shale gas assets."
test,SolarCity,Company,photovoltaics,Market,operatesIn,"In November 2016, Tesla acquired SolarCity, in an all - stock $ 2.6 billion deal, and entered the photovoltaics market."
test,Solera National Bank,Company,depository,Market,operatesIn,"To qualify to become a financial holding company, Solera National Bank and any other depository institution subsidiary that the Company may own at the time must be well capitalized and well managed and must have a Community Reinvestment Act rating of at least satisfactory."
test,Prescription Solutions,Company,generic pharmaceuticals,Market,operatesIn,"Prescription Solutions earnings from operations increased primarily due to the Fiserv Health acquisition, gains in mail service drug fulfillment, and a continuing favorable mix shift to generic pharmaceuticals."
test,MortCo,Company,mortgage,Market,operatesIn,"However, primarily because of litigation arising out of MortCo s prior mortgage business, raising capital directly into the Company has not been possible to date."
test,"Ryder Scott Company , L.P.",Company,reservoir engineering consultants,Market,operatesIn,"QEP Energy's estimated proved reserves have been prepared by Ryder Scott Company, L.P., independent reservoir engineering consultants, in accordance with the SEC's Regulation S - X and ASC 932 as amended."
test,Zilingo,Company,B2B e - commerce,Market,operatesIn,"Ankiti Bose is the co - founder and CEO of Zilingo, a multinational startup and one of the largest B2B e - commerce companies in Southeast Asia."
test,New Century Bank,Company,bank,Market,operatesIn,"Because New Century Bancorp, Inc. has no material operations and conducts no business on its own other than owning its consolidated subsidiary, New Century Bank, and its unconsolidated subsidiary, New Century Statutory Trust I, the discussion contained in this Management's Discussion and Analysis concerns primarily the business of the bank subsidiary."
